TITULO;AUTOR;EDITORIAL;PRECIO ;TEMA;
NAPOLEON;STENDHAL;PENGUIN CLASICOS ;9500;LITERATURA UNIVERSAL;
NARRACIONES EXTRAORDINARIAS;POE  EDGAR ALLAN;BIBLOTECA OCTAEDRO;5000;TERROR / SUSPENSO ;
NARRACIONES EXTRAORDINARIAS;POE  EDGAR ALLAN;CLARIDAD ;5000;TERROR / SUSPENSO ;
NATURALMENTE;CESAR JAVIER;PLAZA Y VALDES;18500;VERDE ANIMAL;
NAUFRAGIO DE LAS CIVILIZACIONES  EL;Maalouf  Amin;ANAYA;26900;HISTORIA ;
NELSON MANDELA ;NELSON  KADIR;JUVENTUD;17000;INFANTIL;
NERUDA EL PRINCIPE DE LOS POETAS;AMOROS  MARIO;LUMEN;20600;BIOGRAFIA ;
NEUROBIOLOGÍA Y BIODANZA;TORO   ROLANDO;CUARTO PROPIO ;10000;PSICOLOGIA;
NEUROPSICOLOGIA PARA PRINCIPIANTES ;ANGUS GELLATLY ;LONGSELLER;14600;PSICOLOGIA;
NEVADA;CLAIRE VAYE WATKINS;LAUREL ;13000;NOVELA;
NIETZSCHE;HEIDEGGER  MARTIN;ARIEL;35000;FILOSOFIA;
NIETZSCHE EN 90 MINUTOS;STRATHERN  PAUL;SIGLO XXI;8200;PSICOLOGIA;
NIETZSCHE PARA PRINCIPIANTES ;SAUTET  MARC;LONGSELLER;14600;FILOSOFIA;
NIETZSCHE  EL DESPIERTO;CONSTANTINIDES  YANNIS;CACTUS;17800;FILOSOFIA;
NIÑA DE MUY LEJOS;ANNIKA THOR;GATOS SUECOS;16000;INFANTIL;
NO BASTA DECIR ;JODOROWAKY  ALEJANDRO;VISOR LIBROS ;10000;POESIA;
NO ES POSIBLE NO COMUNICAR;WATZLAWICK  PAUL;HERDER;23000;PSICOLOGIA;
NO HAY ARMAZON QUE LA SOSTENGA ;ELTIT  DIAMELA;UNIVERSIDAD DE TALCA;16000;LITERATURA CHILENA;
NO HAY VERANO SIN TI;HAN  JENNY;DESTINO;11500;NOVELA ROMANTICA;
NO LEER;ZAMBRA ALEJANDRO;ANAGRAMA;20700;LITERATURA CHILENA;
NO LO SABEN  PERO LO HACEN;LUKÁCS  GYORGY ;PLAZA Y VALDES;18500;FILOSOFIA;
NO ME ESPEREN EN ABRIL;ECHENIQUE  ALFREDO BRYCE;PEISA;14500;LITERATURA LATINOAMERICANA;
NO ME VAYAS A SOLTAR ;CAMPUSANO  DANIEL ;LA POLLERA;10000;LITERATURA CHILENA;
NO QUIERO SER REY;MARGARITA DEL MAZO;CANICAS;16800;INFANTIL;
NO TENGO AMIGOS  TENGO AMORES;LEMEBEL  PEDRO;ALQUIMIA;11000;LITERATURA CHILENA;
NOCION DE PATRIA;BENEDETTI  MARIO ;VISOR LIBROS ;7300;POESIA;
NOVELA DE AJEDREZ;ZWEIG  STEFAN;ACANTILADO;14200;NOVELA HISTORICA;
NOVELAS;O CONNOR  FLANNERY;DEBOLSILLO ;11000;LITERATURA UNIVERSAL;
NUEVOS FEMINISMOS ;SILVIA GIL;TRAFICANTES DE SUEÑOS;24500;FEMINISMO;
OBRA POETICA;VALLEJO  CESAR;VISOR LIBROS ;17500;POESIA;
OBRAS COMPLETAS I JOSE MIGUEL VARAS;VARAS  JOSE MGUEL ;LOM;32000;LITERATURA CHILENA;
OBRAS COMPLETAS II JOSE MIGUEL VARAS;VARAS  JOSE MGUEL ;LOM;32000;LITERATURA CHILENA;
OBRAS DESCONOCIDAS ESCRITAS EN CHILE ;DARIO  RUBEN;TACITAS;11000;POESIA;
OBSCENO PAJARO DE LA NOCHE  EL (DB);DONOSO  JOSE;DEBOLS!LLO;10000;LITERATURA CHILENA;
OCASIÓN PARA UNA PEQUEÑA DESESPERACION;KAFKA  FRANZ;ZORRO ROJO;23900;LITERATURA UNIVERSAL;
OCHO LUGARES QUE ME RECUERDAN A I;VILLARREAL  ALBERTO ;PLANETA;12000;NOVELA ROMANTICA;
ODA DE RICARDO REIS;PESSOA  FERNANDO;VISOR LIBROS ;19500;POESIA;
ODAS ELEMENTALES;NERUDA  PABLO;SEIX BARRAL;11500;POESIA;
ODIO A LA DEMOCRACIA;RANCIERE  JACQUES;AMORRORTU EDITORES ;14800;FILOSOFIA;
ODISEA;HOMERO;PENGUIN CLASICOS ;10900;LITERATURA UNIVERSAL;
ODISEA;HOMERO;GREDOS;12900;LITERATURA UNIVERSAL;
OFRENDA A LA TORMENTA ;REDONDO  DOLORES;PLANETA;11500;TERROR / SUSPENSO ;
OLVIDE DECIRTE QUIERO;CARRILLO  MONICA;PLANETA;16000;NOVELA ROMANTICA;
ONCE RELATOS MITOLOGICOS Y UNO MAS DE PROPINA;LLACAY  TONY;PLANETA;8000;INFANTIL;
ONE READY PLAYER ;CLINE  ERNEST;NOVA;17400;CIENCIA FICCION;
ONETTI  PRÓLOGO DE MARTÍN KOHAN;VARIOS AUTORES;ETERNA CADENCIA;16000;ENSAYO;
OPERACIÓN EXTERMINIO;CARMEN HERTZ;LOM;13000;HISTORIA;
OPERACIÓN SIGLO XX;VERGUDO  PATRICIA;CATALONIA;14500;HISTORIA DE CHILE ;
OPUS DEI;AGAMBEN  GIORGIO;ADRIANA HIDALGO;16800;ENSAYO;
OPUS GELBER - RETRATO DE UN PIANISTA;LEILA GUERREIRO;UDP;14000;BIOGRAFÍA;
ORIGENES DE LA POSMODERNIDAD  LOS;ANDERSON  PERRY;AKAL;23500;FILOSOFIA;
ORLANDO. UNA BIOGRAFIA;WOOLF  VIRGINIA;AKAL;24500;LITERATURA UNIVERSAL;
OSOS POETICOS & FILOSÓFICOS ;ALVAREX;MONTACERDOS ;14900;ILUSTRACIÓN;
OTRA VUELTA DE TUERCA;JAMES  HENRY;ALIANZA;14000;TERROR / SUSPENSO ;
OTRA VUELTA DE TUERCA;JAMES  HENRY;SIRUELA ;17000;TERROR / SUSPENSO ;
OTRAS INAPROPIEDADES FEMINISMOS DESDE LAS FRONTERAS ;BELL HOOKS;TRAFICANTES DE SUEÑOS;11000;FEMINISMO;
OTRO PAÍS;FERRADA  MARÍA JOSÉ;PLANETA;7000;INFANTIL;
P.D. DESDE PARIS (ELLA Y EL);LEVY  MARC;PLANETA;15500;NOVELA ROMANTICA;
PALIDO CRIMINAL ;KERR  PHILIP;RBA;18500;NOVELA POLICIAL ;
PAPA FANTASTICO;DANIEL NESQUENS;CANICAS;21500;INFANTIL;
PAPELUCHO GAY EN DICTADURA;JUAN PABLO SUTHERLAND;ALQUIMIA;11000;LITERATURA CHILENA;
PARA HELGA;BIRGISSON  BERGSVEINN;LUMEN;11000;LITERATURA UNIVERSAL;
PARA SALIR DE LO POST MODERNO;HENRI MESCHONNIC;CACTUS;18500;SOCIOLOGIA;
PARIS DE NIEVE;KAWABATA  YASUNARI;EMECE;12000;LITERATURA UNIVERSAL;
PARIS DESPUES DE LA LIBERACION: 1944 - 1949;BEEVOR  ANTONY;CRITICA;20500;HISTORIA ;
PARRICIDIO;LORENZIN  MARIA ELENA;ASTERION;7000;LITERATURA CHILENA;
PARTIDO COMUNISTA EN CHILE;VARIOS AUTORES ;CATALONIA;14000;HISTORIA DE CHILE ;
PASO ADELANTE EN DEFENSA DE LOS ANIMALES;HORTA  OSCAR;PLAZA Y VALDES;10000;VERDE ANIMAL;
PASOS EN EL VACIO;JODOROWAKY  ALEJANDRO;VISOR LIBROS ;11800;POESIA;
PATAGONIA VENDIDA;SANCHEZ GONZALO;EDITORIAL MAREA;15000;ENSAYO;
PATRIARCADO Y ACUMULACION A ESCALA MUNDIAL;MIES  MARIA;TRAFICANTES DE SUEÑOS;27000;FEMINISMO;
PATRIARCADO  MERCANTIL Y LIBERACION FEMINISTA;SALAZAR  GABRIEL;DEBATE;12000;HISTORIA DE CHILE ;
PECADO;BLACK  BENJAMIN;RBA;24000;NOVELA POLICIAL ;
PENELOPE Y LAS DOCE CRIADAS;MARGARET ATWOOD     ;SALAMANDRA;14000;CIENCIA FICCION;
PENSAMIENTO POLITICO DE JAIME GUZMAN;RENATO CRISTE;LOM;12300;HISTORIA DE CHILE ;
PENSANDO A CHILE ;MISTRAL  GABRIELA;CATALONIA;23500;POESIA;
PENSAR EL MALESTAR ;PEÑA  CARLOS;TAURUS ;;ENSAYO;
PENSIONES A LA CHILENA;SOLIMANO  ANDRÉS;CATALONIA;8900;ENSAYO;
PEPITO CHISTES PARA NIÑOS 2;PELAYO P.  PEPE  ;LIBERALIA;5000;INFANTIL;
PEPITO CHISTES PARA NIÑOS 3;PELAYO P.  PEPE  ;LIBERALIA;5000;INFANTIL;
PEPITO CHISTES PARA NIÑOS 4;PELAYO P.  PEPE  ;LIBERALIA;5000;INFANTIL;
PEPITO CHISTES PARA NIÑOS 5;PELAYO P.  PEPE  ;LIBERALIA;5000;INFANTIL;
PERDIDAS Y GANANCIAS. EXILIADOS Y EXPATRIADOS EN LA HISTORIA;BURKE  PETER;AKAL;25419;HISTORIA ;
PERSONAS SALUDABLES EN UN DESARROLLO SALUDABLE;WEINSTEIN  LUIS;LOM;6000;PSICOLOGIA;
PERSPECTIVAS DEMOCRATICAS;WALT WHITMAN;CAPITÁN SWING;18000;ENSAYO;
PIDEME LO QUE QUIERAS ;MAXWELL  MEGAN;PLANETA;20500;NOVELA ROMANTICA;
PILARES DE LA TIERRA;FOLLET  KEN;PLAZA JINES;12000;NOVELA HISTORICA;
PLAGAS Y PUEBLOS ;WILLIAM HARDY MCNEILL;SIGLO XXI;26000;HISTORIA ;
PLAZA DE ARMAS: EL CORAZON DE SANTIAGO;GUTIERREZ  VOLKER;LIBERALIA;9000;INFANTIL;
POBLACIÓN FLOTANTE;ARAYA  CARLOS;EMECE;15500;LITERATURA CHILENA;
POBRES DIABLOS ;GEISSE  CRISTIAN ;EMECE;15500;LITERATURA CHILENA;
PODER  EL;BERTRAND RUSSELL;RBA;18500;FILOSOFIA;
PODRIAS;JOANA RASPALL;TAKATUKA;17500;INFANTIL;
POEMA DE CHILE;MISTRAL  GABRIELA;LA POLLERA;13500;POESIA;
POEMAS;POE  EDGAR ALLAN;VISOR LIBROS ;12800;POESIA;
POEMAS;HUIDOBRO  VICENTE;LOM;2500;POESIA;
POEMAS 1913 1916;MAYAKOVSKI  VLADIMIR;VISOR LIBROS ;13000;POESIA;
POEMAS 1917 -1930;MAYAKOVSKI  VLADIMIR;VISOR LIBROS ;13000;POESIA;
POEMAS ÁRTICOS;VICENTE HUIDOBRO;UDP;6900;POESÍA;
POEMAS DE ALBERTO CAEIRO ;PESSOA  FERNANDO;VISOR LIBROS ;12800;POESIA;
POEMAS DE CHILE;MISTRAL  GABRIELA;LA POLLERA;14300;POESIA;
POEMAS EROTICOS;BRECHT  BERTOLT;VISOR LIBROS ;12800;POESIA;
POESÍA ANTI-PATRIARCAL. ;GERTRUDE STEIN;ALQUIMIA;13000;POESÍA;
POESIA REUNIDA ;STEVENDS  WALLACE;LUMEN;26000;POESIA;
POESÍA REUNIDA - LIHN;ENRIQUE LIHN;UDP;16000;POESIA;
POESIA  SITUACIION IRREGULAR;LIHN  ENRIQUE ;VISOR LIBROS ;15200;POESIA;
POESIA. VIOLETA PARRA (3A EDICIÓN);VIOLETA PARRA;UV;12000;POESÍA;
POESIAS PICARESCAS;DE QUEVEDO  FRANCISCO;VISOR LIBROS ;18200;POESIA;
POETA CHILENO ;ZAMBRA ALEJANDRO;ANAGRAMA;16900;LITERATURA CHILENA;
POETA EN NUEVA YORK ;GARCIA LORCA   FEDERICO ;LOSADA;10000;POESIA;
POETAS  VOLADORES DE LUCES;LIHN  ENRIQUE;OVEROL;11000;POESIA;
POLITICA E IDEOLOGIA EN LA TEORIA MARXISTA;ERNESTO LACLAU;SIGLO XXI;20000;FILOSOFIA;
POLITICA E IDEOLOGIA EN LA TEORIA MARXISTA;LACLAU  ERNESTO;SIGLO XXI;23516;FILOSOFIA;
POLITICA POLICIA Y DEMOCRACIA;RANCIERE  JACQUES;LOM;5000;FILOSOFIA;
POLITICOS SACERDOTES;OSHO;KAIROS;17000;ENSAYO;
PONCE LEROU;COFRE VICTOR;CATALONIA;17500;ENSAYO;
POR AMOR O LA FUERZA;CRISTINA MORINI;TRAFICANTES DE SUEÑOS;15500;FEMINISMO;
POR LA HUMANIDAD FUTURA ;MISTRAL  GABRIELA;LA POLLERA;14000;POESIA;
POR LA PATRIA;ELTIT  DIAMELA;SEIX BARRAL;10800;LITERATURA CHILENA;
POR QUE DEBO PROTEGER LA NATURALEZA; GREEN JEN;ANAYA;11000;INFANTIL;
POR QUÉ FRACASAN LOS PAÍSES          ;DARON ACEMOGLU          ;Deusto           ;22000;ENSAYO;
POR QUE IMPORTA LA FILOSOFIA ;PEÑA  CARLOS;TAURUS;11000;FILOSOFIA;
POR QUE LLORA PAPÁ;KRISTINA MURRAY;GATOS SUECOS;15000;INFANTIL;
POR QUÉ NECESITAMOS UNA NUEVA CONSTITUCIÓN;CLAUDIA HEISS   ;AGUILAR ;8000;ENSAYO;
POR UNA MOSCA DE NADA;GRACIAS IGLESIAS;CANICAS;16500;INFANTIL;
PORFIADA Y REBELDE ES LA MEMORIA;CAYUQUEO  PEDRO;CATALONIA;12000;ENSAYO;
PORQUE AMAMOS A LOS PERROS  NOS COMEMOS A LAS VACAS  ;JOY  MELANIE;PLAZA Y VALDES;14500;VERDE ANIMAL;
POSTMODERNISMO PARA PRINCIPIANTES;APPIGNANESI. RICHARD;LONGSELLER;14600;FILOSOFIA;
PREGUNTAS AL AZAR;BENEDETTI  MARIO ;BIBLOTECA MARIO BENEDETTI;7300;POESIA;
PREGUNTAS AL AZAR;COHEN  LEONARD;VISOR LIBROS ;7500;POESIA;
PRESIDENTES DE CHILE;IRARRAZABAL  PAOLA;CONFIN EDICIONES;7500;HISTORIA DE CHILE ;
PRIMERO COMO TRAGEDIA DESPUES COMO FARSA;ZIZEK  SLAJOV;AKAL;21800;FILOSOFIA;
PRINS;AIRA  CESAR;RANDOM HOUSE ;10900;LITERATURA UNIVERSAL;
PRIVATIZACION DE LO PUBLICO EN EL SISTEMA ESCOLAR;RUIZ  CARLOS ;LOM;13000;ENSAYO;
PROFANACIONES;AGAMBEN  GIORGIO;ADRIANA HIDALGO;17500;FILOSOFIA;
PROMETEO ENCADENADO ;ESQUILO;TACITAS;6500;MITOLOGIA;
PRONTOS  LISTOS  YA;INÉS BORTAGARAY;LAUREL ;8000;;
PROPUESTAS CONSTITUCIONALES;VV.AA;CENTRO DE ESTUDIOS PUBLICOS;8500;ENSAYO;
PROXIMO PROJIMO;BENEDETTI  MARIO ;VISOR LIBROS ;7300;POESIA;
PSICOLOGIA SOCIAL PARA PRINCIPIANTES;ADMASON  GLADYS;LONGSELLER;14600;PSICOLOGIA;
PURGATORIO;ZURITA  RAUL;VISOR LIBROS ;11800;POESIA;
PUTAS ASESINAS;BOLAÑO  ROBERTO;ALFAGUARA;13000;LITERATURA CHILENA;
QUE APROVECHARA EL HOMBRE;THOREAU  HENRY DAVID;ALQUIMIA;8900;POESIA;
QUE ES LA FILOSOFIA ;AGAMBEN  GIORGIO;ADRIANA HIDALGO;18000;FILOSOFIA;
QUE PUEDE HACER UN CIUDADANO;EGGERS  DAVE;HUEDERS;10000;INFANTIL;
QUE SABEMOS DE EL BOSON DE HIGGS.;CASAS ALBERTO Y RODRIGO TERESA.;CATARATA;16200;ENSAYO;
QUE SABEMOS DE LA ACELERACION DEL UNIVERSO.;RUIZ LAPUENTE PILAR.;CATARATA;16200;ENSAYO;
QUE SABEMOS DE MATEMATICAS Y EJEDREZ.;IAGAR RAZVAN.;CATARATA;16200;ENSAYO;
QUE SABEMOS DE  ISLAM E ISLAMISMO.;DE LA PUENTE  CRISTINA.;CATARATA;16200;ENSAYO;
QUE VIENE DESPUES DE MIL ;ANETTE BLEY;CUATRO TUERCAS;17500;INFANTIL;
QUEMADOS VIVOS;VERGUDO  PATRICIA;CATALONIA;12000;HISTORIA DE CHILE ;
QUEMAR LAS NAVES RAS DE SUEÑO;BENEDETTI  MARIO ;VISOR LIBROS ;7300;POESIA;
QUIEN DOMINA EL MUNDO?;CHOMSKY  NOAM;EDICIONES B;17000;SOCIOLOGIA;
QUIEN ES FACISTA ;GENTILE  EMILIO ;ALIANZA;11000;POESIA;
QUIÉN LE TEME A LA POESÍA?;VARIOS ;LAUREL ;14000;ENSAYO;
QUIEN TEME A LA POESÍA;VV.AA;LAUREL ;14000;POESIA;
QUIMICA ;WANG WEIKE;LAUREL ;13000;LITERATURA UNIVERSAL;
RABIETAS;SUSANA GOMEZ;TAKATUKA;17400;INFANTIL;
RANCIERE ;FEDERICO GALENDE;ETERNA CADENCIA;14000;ENSAYO;
RAYUELA ;CORTAZAR  JULIO;DEBOLSILLO;12000;LITERATURA LATINOAMERICANA;
REBELIONES Y REVELACIONES;BELLI  GIOCONDA;TXALAPARTA;18500;LITERATURA LATINOAMERICANA;
RECKONERS II;SANDERS  BRANDON;PLANETA ;15500;ENSAYO;
RECUERDOS DEL FUTURO; HUSTVEDT  SIRI ;SEIX BARRAL;17500;LITERATURA UNIVERSAL;
REDEFINIR LO HUMANO 2ª EDICIÓN;ADRIANA VALDÉS;UV;5000;ENSAYO;
REENCARNACION DE LOS CARNICEROS;HAHN  OSCAR;VISOR LIBROS ;12800;POESIA;
REFORMAS ECONOMICAS EN CHILE;FFRENCH-DAVIS  RICARDO;TAURUS;25000;HISTORIA DE CHILE ;
RELATOS DE UNA MUJER BORRACHA ;CAÑAS  MARTINA;PLAZA JINES;10900;LITERATURA CHILENA;
REMEMORAS EN TINTA;BARRIENTOS OSCAR;ALQUIMIA;7800;POESIA;
REPETIR LENIN;ZIZEK  SLAJOV;AKAL;25000;FILOSOFIA;
REPLICAS;ELTIT  DIAMELA;SEIX BARRAL;16500;LITERATURA CHILENA;
REQUIEM ALEMAN;KERR  PHILIP;RBA;18500;NOVELA POLICIAL ;
REQUIEM POR EL SUEÑO AMERICANO;CHOMSKY  NOAM;SEXTOPISO;13000;SOCIOLOGIA;
RESISTIENDO AL IMPERIO: NUEVAS APROXIMACIONES;LOPEZ MISAEL;SILEX;20000;SOCIOLOGIA;
RESPUESTA A JOB;JUNG  C.G.;TROTTA;16500;PSICOLOGIA;
RETRATO DE SUS HIJOS ;MARTIN  GOERGE;PLAZA JINES;14900;FANTASIA;
REVOLUCIONARIOS Y PARLAMENTARIOS;JORGE NAVARRO LOPEZ;LOM;12000;HISTORIA DE CHILE ;
REY DE LA PATAGONIA;MARCHATE  JOSE LUIS;CATALONIA;15900;HISTORIA DE CHILE ;
RICARDO NIXON SCHOOL;GEISSE  CRISTIAN ;EMECE;11000;LITERATURA CHILENA;
RICOS Y POBRES;LUIS EMILIO RECABARREN;LOM;2600;HISTORIA DE CHILE ;
RIOS Y PROVINCIAS ;ROMINA REYES;MONTACERDOS ;12900;LITERATURA LATINOAMERICANA;
ROBOTS E IMPERIO;ASIMOV;DEBOLSILLO;11000;CIENCIA FICCION;
RODNEY STONE;ARTHUR CONAN  SIR DOYLE;CAPITÁN SWING;18000;LITERATURA UNIVERSAL;
RODRIGO Y CARMEN GLORIA;VERDUGO  PATRICIA ;CATALONIA;12000;HISTORIA DE CHILE ;
ROJO Y NEGRO;STENDAHL;PENGUIN CLASICOS ;14000;LITERATURA UNIVERSAL;
ROMANCERO GITANO;GARCIA LORCA   FEDERICO ;LOM;2500;POESIA;
ROMO;GUZMAN  NANCY;MONTACERDOS ;13000;HISTORIA ;
ROMO;NANCY GUZMÁN;MONTACERDOS ;13900;ENSAYO;
ROSA LUXEMBURGO EN LA TORMENTA ;ANA MUIÑA;TXALAPARTA;21500;FEMINISMO;
SABES QUE TE QUIERO;BLUE JEANS;PLANETA;22500;NOVELA ROMANTICA;
SABIDURIA DE GATOS ;TARDY  ANNE;ALMA;13500;VERDE ANIMAL;
SACCO Y VANZETTI;KARTUN  MAURICIO;ADRIANA HIDALGO;12900;NOVELA HISTORICA;
SACCO Y VANZETTI: EL ENEMIGO ;HERLMUNT ORTNER;TXALAPARTA;17500;HISTORIA ;
SAINT MICHEL;AGUILERA  GABRIELA;ASTERION;7000;LITERATURA CHILENA;
SALARIO PARA EL TRABAJO DOMESTICO;FEDERICI  SILVIA;TRAFICANTES DE SUEÑOS;22600;FEMINISMO;
SALVAR EL FUEGO (PREMIO ALFAGUARA 2020);ARRIAGA  GUILLERMO;ALFAGUARA;19000;LITERATURA LATINOAMERICANA;
SANGRE EN EL OJO;MERUANE  LINA ;LITERATURA RANDOM ;13000;LITERATURA CHILENA;FILOSOFIA
SANTIAGO CANALLA;LEAL  BARTOLOME;ESPORA ;7000;LITERATURA CHILENA;FILOSOFIA
SANTIAGO DE CHILE;RAMON  ARMANDO;CATALONIA;14500;HISTORIA DE CHILE ;
SANTIAGO SUBVERSIVO 1920;CRAIB  RYMOND;LOM;11000;HISTORIA DE CHILE ;
SAQUEO DE LOS GRUPOS ECONÓMICOS AL EST.;MONCKEBERG  MARIA OLIVIA;DEBOLS!LLO;10000;ENSAYO;
SAQUEO Y EXTERMINIO DE LA CLASE CAMPESINA CHILENA;VILLELA  HUGO;LOM;9000;HISTORIA DE CHILE ;
SARATOGA;BARRIENTOS BRADASIC  OSCAR;EMECE;17000;LITERATURA CHILENA;
SE ABRIRAN LAS GRANDES ALAMEDAS;SALVADOR ALLENDE;TXALAPARTA;18500;HISTORIA ;
SE BUSCA CASA;WIELAND FREUND;TAKATUKA;15000;INFANTIL;
SE BUSCA GATO;ANA SALDANHA ·;LIBERALIA ;7000;VERDE ANIMAL;
SENTIDO DEL PASADO EN EL RENACIMIENTO  EL;BURKE  PETER;AKAL;22000;HISTORIA;
SENTIDO Y SENSIBILIDAD;AUSTEN  JANE;MESTAS;7900;LITERATURA UNIVERSAL;
SEROTONIA ;HOUELLEBECQ  MICHEL;ANAGRAMA;15500;LITERATURA UNIVERSAL;
SERVICIO SECRETO CHILENO;PARVEX  GUILLERMO ;RANDOM HOUSE ;16500;HISTORIA DE CHILE ;
SESENTA MUERTOS EN LA ESCALERA;DROGUETTE CARLOS ;NASCIMENTO;14000;LITERATURA LATINOAMERICANA;
SEVERINO DE GIOVANNI : EL IDEALISTA DE LA VIOLENCIA;OSVALDO BAYER;CATARATA;16500;HISTORIA ;
SEXO-GENERO/RAZA/CLASE: LATINOAMERICA DESDE UNA OPTICA INTERSECCIONAL;TIJOUX  MARIA EMILIA;LOM;8500;SOCIOLOGIA;
SEXUALIDAD Y POLITICA / ESCRITOS Y ENTREVISTAS  1978 - 1984;FOUCAULT  MICHEL;EL CUENCO DE PLATA;18200;FEMINISMO;
SI LOS MUERTOS NO RESUCITAN;KERR  PHILIP;RBA;18500;NOVELA POLICIAL ;
SIEMPRE NOS QUEDARA EL VERANO;JHAN JENNY;DESTINO;11500;NOVELA ROMANTICA;
SMALL ES BEAUTIGUL  LO GRANDE ESTA SUBVENCION;STEVEN GORELICK;CATARATA;22500;ENSAYO;
SOBRE EL PODER ;CHUL HAN  BYUNG;HERDER;14500;FILOSOFIA;
SOBRE HEREOS Y TUMBAS ;SABATO  ERNESTO;BOOKER;10800;LITERATURA LATINOAMERICANA;
SOBRE LA PAZ PERPETUA;KANT  IMMANUEL;AKAL;8896;FILOSOFIA;
SOBRE LA RELACION ENTRE HEGEL Y MARX;CARLOS PEREZ SOTO;LOM;2600;FILOSOFIA;
SOBRE LOS LIBROS  EL LENGUAJE Y LA ESCRITURA;SCHOPENHAUER  ARTHUR;JOSE J. DE OLAÑETA;17000;FILOSOFIA;
SOBRE LOS ORACULOS;PLUTARCO;JOSE J. DE OLAÑETA;18500;FILOSOFIA;
SOBRE UN RAYO DE LUZ;JENNIFER BERNE;TAKATUKA;17300;INFANTIL;
LA SOCIEDAD DE CONSUMO;BAUDRILLARD  JEAN;SIGLO XXI;26688;SOCIOLOGIA;
SODA ESTEREO LA BIOGRAFIA TOTAL ;FERNANDEZ  MARCELO;SUDAMERICANA;15000;BIOGRAFIA ;
SODOMA EL PODER Y ESCANDALO EN EL VATICANO ;MARTEL  FRDEREIC;ROCAEDITORIAL;17000;ENSAYO;
SOFIA DE LOS PRESAGIOS ;BELLI  GIOCONDA;TXALAPARTA;18500;LITERATURA LATINOAMERICANA;
SOLDADOS DE SALAMINA;CERCAS  JAVIER;RANDOM HOUSE ;14500;LITERATURA UNIVERSAL;
SOLO LA NOCHE;JOHN WILLIAMS;FIORDO;13000;LITERATURA UNIVERSAL;
SOLO MIENTRAS TANTO ;BENEDETTI  MARIO ;VISOR LIBROS ;7300;POESIA;
SOLO NECESITO UN PERRO;DIAZ-VALDES ALVIM  ISIDORA;PLANETA;12000;VERDE ANIMAL;
SOMOS COMOS SOMOS : DECONSTRUYENDO Y TRANSFORMANDO LA ESCUELA;MERCEDES SANCHEZ ;;20000;FEMINISMO;
SOMOS LA REVOLUCIÓN; JOSHUA WONG;ROCA EDITORIAL;12000;HISTORIA ;
SOY LEYENDA;MATHESON  RICHARD;MINOTAURO;25500;TERROR / SUSPENSO ;
SPACE INVADERS;FERNANDEZ  NONA;ALQUIMIA;10000;LITERATURA CHILENA;
SPLEEEN DE PARIS;BAUDELAIRE  CHARLES;VISOR LIBROS ;12800;POESIA;
STALIN. UNA BIOGRAFIA;SERVICE  ROBERT;SIGLO XXI;40674;BIOGRAFIA;
STALINGRADO;BEEVOR  ANTONY;CRITICA;20500;HISTORIA ;
STAY HOME;JOCELIN PÉREZ;MUÑECA DE TRAPO;9900;INFANTIL;
SUB TERRA;RIVERA  LUISA;LIBERALIA;11000;INFANTIL;
SUBVERSION COERCION Y CONSENSO;VALDIVIA  VERONICA;LOM;17000;HISTORIA DE CHILE ;
SUBVERSION FEMINISTA DE LA ECONOMIA;AMAIA PEREZ OROZCO;TRAFICANTES DE SUEÑOS;22500;FEMINISMO;
SUEÑO DEL CELTA  EL;VARGAS LLOSA  MARIO;ALFAGUARA;10000;LITERATURA LATINOAMERICANA;
SUFRE  LUEGO IMPORTA REFLEXIONES ETICAS SOBRE LOS ANIMALES ;LARA  FRANCISCO ;PLAZA Y VALDES;13800;VERDE ANIMAL;
SUMAR;ELTIT  DIAMELA;SEIX BARRAL;12000;LITERATURA CHILENA;
SURREALISMO;BENJAMIN  WALTER;CASIMIRO;7800;FILOSOFIA;
TAGUADA;MONTERO  ANDRES ;SUDAMERICANA;13000;LITERATURA CHILENA;
TAL VEZ SI  TAL VEZ NO;MARIN  GERMAN;SEIX BARRAL;13500;LITERATURA CHILENA;
TALA;GABRIELA MISTRAL;UDP;13000;POESÍA;
TANATO POLITICA;FERNANDEZ  RAUL;LIBERALIA;15000;SOCIOLOGIA;
TARDE O TEMPRANO;THOMAS HARDY;PFEIFFER;8900;POESIA;
TAROT DE ORO  EL / LA BARAJA VISCONTI - SFORZA;PACKARD  MARY;AKAL;27900;ASTROLOGIA;
TAROT  EL 78 PUERTAS PARA AVANZAR;HALES JAIME;CATALONIA;19900;ASTROLOGIA;
TAXIDERMIA;BISAMA  ALVARO;ALQUIMIA;11000;LITERATURA CHILENA;
TE LO DIJE;MAXWELL  MEGAN;PLANETA;16500;NOVELA ROMANTICA;
TE PUEDO: LA FANTASÍA DEL PODER EN LA CAMA;MARTHA ZEIN;CATARATA;19700;FEMINISMO;
TECNOLOGIA  GUERRA Y FACISMO ;MARCUSE HERBERT;EDICIONES GODOT ;19620;FILOSOFIA;
TENGO MIEDO TORERO;LEMEBEL  PEDRO;SEIX BARRAL;14000;LITERATURA CHILENA;
TEORIA DE LAS EMOCIONES / ESTUDIO HISTORICO - PSICOLOGICO;VIGOTSKY  LEV;AKAL;27323;PSICOLOGIA;
TERESA NO QUIERE SER PRINCESA;MACIAS ALBA  PABLO ;CUATRO TUERCAS;18000;INFANTIL;
